Name,Weights Evolution,Objective Function Values Evolution,Accuracy Evolution
SLSQP200-ZZFeature1-RealAmplitudes1,"[array([0.24597692, 0.55272722, 0.55994568, 0.26761537, 0.09646269,
       0.08603578, 0.30359891, 0.75238585]), array([-0.76099205,  4.54084014,  3.05951701, -3.5394401 , -0.62977127,
       -4.67009634,  0.26209786,  6.1969068 ]), array([-0.27234147,  2.60553356,  1.84655315, -1.69199504, -0.27735263,
       -2.36209405,  0.28223703,  3.55485092]), array([ 0.0082686 ,  1.49417392,  1.15000249, -0.63109033, -0.07497443,
       -1.03671199,  0.29380204,  2.0376369 ]), array([-4.38049498,  6.69180466,  4.72837173, -1.79300591,  0.86143003,
       -0.94553396,  0.22330053,  2.15669517]), array([-2.11630893,  4.01031982,  2.88227236, -1.1935676 ,  0.37833408,
       -0.99257318,  0.25967263,  2.09527239]), array([-0.81467324,  2.46878733,  1.82098641, -0.84896239,  0.10061179,
       -1.0196151 ,  0.28058223,  2.05996164]), array([-2.77312971,  5.25263084,  0.14442305, -1.99348289, -1.52170971,
       -1.02903723, -1.14809909,  0.82062908]), array([-1.26120734,  3.10351221,  1.43872481, -1.10991658, -0.2692825 ,
       -1.02176337, -0.04516151,  1.77739001]), array([-1.64780906,  2.82806174,  1.76075197, -1.10436454, -2.57514645,
       -1.6318744 , -0.05134037,  0.32594521]), array([-1.31936849,  3.06207288,  1.48717123, -1.10908132, -0.61618135,
       -1.11354972, -0.04609107,  1.5590317 ]), array([-2.66555832,  1.42402581,  1.99792528, -0.57620717, -2.43648527,
       -2.35447956, -2.11699966,  0.5869416 ]), array([-1.45398747,  2.89826818,  1.53824663, -1.0557939 , -0.79821175,
       -1.2376427 , -0.25318193,  1.46182269]), array([-2.03219263,  2.73953715,  1.94946553,  0.44840769, -2.35284456,
       -1.90483786, -1.35197945,  1.80029631]), array([-1.51180799,  2.88239507,  1.57936852, -0.90537375, -0.95367503,
       -1.30436222, -0.36306168,  1.49567006]), array([-0.62860036,  2.96552311,  3.41402663,  1.55522655, -3.51384394,
       -2.21334054, -3.90372876,  1.72984197]), array([-1.42348723,  2.89070788,  1.76283433, -0.65931372, -1.20969192,
       -1.39526005, -0.71712839,  1.51908725]), array([-0.84916528,  2.38979819,  2.00278947, -0.0235867 , -1.13945841,
       -1.47185212, -1.27159886,  1.78896831]), array([-1.36605503,  2.84061691,  1.78682985, -0.59574101, -1.20266857,
       -1.40291926, -0.77257544,  1.54607535]), array([-1.09518253,  2.08627706,  2.13844032, -0.70914095, -1.2011376 ,
       -1.02868838, -1.14916119,  2.15921438]), array([-1.31587611,  2.70087603,  1.85196542, -0.61674827, -1.20238496,
       -1.33359327, -0.84233766,  1.65965889]), array([-1.3041697 ,  2.40068433,  2.38504097, -0.72096421, -1.0961    ,
       -1.47310778, -1.17800874,  2.01751206]), array([-1.3115866 ,  2.59087869,  2.0472969 , -0.65493545, -1.16343963,
       -1.38471469, -0.96533548,  1.79078475]), array([-1.26217766,  2.3645743 ,  2.45816647, -0.71206649, -1.25917077,
       -1.07093927, -1.20064371,  2.25490969]), array([-1.30664571,  2.56824825,  2.08838386, -0.66064856, -1.17301275,
       -1.35333714, -0.9888663 ,  1.83719725]), array([-1.31109251,  2.58861565,  2.0514056 , -0.65550676, -1.16439695,
       -1.38157693, -0.96768856,  1.795426  ]), array([-1.19772671,  2.54772461,  2.13783864, -0.66249037, -0.99532995,
       -1.2522118 , -0.85987995,  2.04923025]), array([-1.29975593,  2.58452655,  2.0600489 , -0.65620512, -1.14749025,
       -1.36864042, -0.9569077 ,  1.82080643]), array([-1.30995886,  2.58820674,  2.05226993, -0.6555766 , -1.16270628,
       -1.38028328, -0.96661047,  1.79796404]), array([-1.31097915,  2.58857476,  2.05149203, -0.65551375, -1.16422788,
       -1.38144757, -0.96758075,  1.79567981]), array([-1.31108118,  2.58861156,  2.05141424, -0.65550746, -1.16438004,
       -1.381564  , -0.96767778,  1.79545138]), array([-1.31109138,  2.58861524,  2.05140646, -0.65550683, -1.16439526,
       -1.38157564, -0.96768748,  1.79542854]), array([-1.3110924 ,  2.58861561,  2.05140569, -0.65550677, -1.16439678,
       -1.3815768 , -0.96768845,  1.79542626]), array([-1.3110925 ,  2.58861565,  2.05140561, -0.65550676, -1.16439693,
       -1.38157692, -0.96768855,  1.79542603]), array([-1.31109251,  2.58861565,  2.0514056 , -0.65550676, -1.16439694,
       -1.38157693, -0.96768856,  1.795426  ]), array([-1.31109251,  2.58861565,  2.0514056 , -0.65550676, -1.16439695,
       -1.38157693, -0.96768856,  1.795426  ]), array([-1.31109251,  2.58861565,  2.0514056 , -0.65550676, -1.16439695,
       -1.38157693, -0.96768856,  1.795426  ])]","[148.3846247260593, 145.79591448953298, 152.58613720659125, 141.23701644354568, 142.84970670352794, 148.1478551215374, 124.65752278257503, 146.53308112164686, 115.03462793570944, 135.82415543149142, 112.17252542318992, 188.68822625384655, 109.18637986475925, 156.60198306032206, 109.13483739084934, 147.3457594871814, 106.95238106174888, 115.41563991179366, 106.38745140329242, 109.71161002713627, 105.43044522278336, 105.88868996560936, 103.9337084445526, 108.302219831703, 104.24195738837209, 103.24759055831642, 105.86466949614552, 105.05591402207061, 103.70330557164507, 104.47526400213191, 104.36589405653389, 104.26151607829446, 103.63055114816443, 104.03744556211225, 104.66932535715937, 103.87883092404184, 103.94144058804858]","[0.5555555555555556, 0.6222222222222222, 0.35555555555555557, 0.5333333333333333, 0.8444444444444444, 0.4444444444444444, 0.7555555555555555, 0.5333333333333333, 0.7333333333333333, 0.6222222222222222, 0.7333333333333333, 0.08888888888888889, 0.7333333333333333, 0.5111111111111111, 0.6888888888888889, 0.6666666666666666, 0.7333333333333333, 0.7333333333333333, 0.7333333333333333, 0.6666666666666666, 0.7333333333333333, 0.6666666666666666, 0.7111111111111111, 0.6666666666666666, 0.6888888888888889, 0.7333333333333333, 0.7111111111111111, 0.7111111111111111, 0.7111111111111111, 0.6666666666666666, 0.7111111111111111, 0.6666666666666666, 0.7333333333333333, 0.7111111111111111, 0.7333333333333333, 0.6666666666666666, 0.7333333333333333]"
SLSQP200-ZZFeature2-RealAmplitudes1,"[array([0.24127417, 0.76764079, 0.17811415, 0.3253071 , 0.1503462 ,
       0.78740182, 0.36758818, 0.53257796]), array([-5.11944361, -5.83919505, -4.29512528,  3.69040271, -7.38200434,
        3.23593678,  4.88859714, 11.34335515]), array([ -6.4379971 ,  -4.57876913, -10.73766676,  -0.99577319,
       -11.0929849 ,   6.55649436,   3.00668966,  12.84407914]), array([-5.60903638, -5.37118565, -6.68730866,  1.95037634, -8.75993043,
        4.46889472,  4.18982511, 11.90058974]), array([-5.23681767, -5.72699535, -4.86862287,  3.27325203, -7.71234577,
        3.53152382,  4.72107484, 11.47694554]), array([ -4.3595641 ,  -2.88197081, -10.84343237,   2.54506831,
        -9.94895693,   1.93916653,   2.77867198,   6.85448891]), array([-5.02934269, -5.05413244, -6.28169599,  3.10103284, -8.2413158 ,
        3.15492315,  4.26168659, 10.38371081]), array([ -1.56131976,  -4.67034619, -11.2784562 ,   4.36531846,
        -7.71643607,   6.87492411,   4.2392687 ,   5.56894793]), array([-4.31242193, -4.97479492, -7.3146422 ,  3.36239   , -8.13281098,
        3.92393362,  4.25705229,  9.38838767]), array([-4.83310943, -5.03241643, -6.56443073,  3.17257069, -8.21161621,
        3.36541424,  4.2604181 , 10.11127414]), array([ -2.67612011,  -6.80266129,  -8.30831794,   3.86817293,
       -10.08019098,   4.08503265,   4.11041576,  10.25413076]), array([-4.6174105 , -5.20944091, -6.73881945,  3.24213091, -8.39847368,
        3.43737608,  4.24541787, 10.1255598 ]), array([-3.9095303 , -7.52565471, -5.27115209,  2.83913854, -8.861473  ,
        3.99116221,  3.83043384,  9.85972589]), array([-4.5311996 , -5.49152662, -6.56007602,  3.19305151, -8.45486118,
        3.50482026,  4.19487803, 10.09318458]), array([-3.66020899, -6.08362621, -5.65551511,  3.32933825, -7.76410356,
        3.48427538,  4.69898562, 11.20188317]), array([-4.2307618 , -5.69576429, -6.24805855,  3.24006199, -8.2165926 ,
        3.49773355,  4.36876392, 10.4756169 ]), array([ 1.1073194 , -6.36075926, -1.53094252,  1.88694895, -7.31656572,
        3.21948314,  8.82473883, 13.65466907]), array([-3.59133023, -5.7754219 , -5.6830104 ,  3.07797693, -8.10878127,
        3.46440283,  4.90253081, 10.85642533]), array([-3.33126937, -5.33499567, -5.35844955,  3.49685454, -8.52095135,
        3.84263153,  4.20844152, 10.8398172 ]), array([-3.55336581, -5.71112723, -5.63563009,  3.13912587, -8.16895103,
        3.51961773,  4.80120569, 10.85400083]), array([-3.86340898, -5.68432074, -6.52543678,  3.05013073, -7.79877213,
        3.47306836,  3.92663489, 10.50645256]), array([-3.59996378, -5.70709835, -5.76936366,  3.12575034, -8.11331496,
        3.51262159,  4.669762  , 10.80176603]), array([-4.00978591, -5.47764499, -6.11393151,  3.21856193, -8.33166668,
        3.69190101,  4.73963558, 10.53114216]), array([-3.76176804, -5.61650653, -5.9054045 ,  3.16239383, -8.19952367,
        3.58340394,  4.69734919, 10.69491945]), array([-3.58038622, -5.28356955, -5.89700447,  3.12302148, -8.07811858,
        3.65064983,  4.49087679, 10.78213097]), array([-3.54653456, -5.46588725, -5.91670028,  3.03022646, -8.15223442,
        3.64086827,  4.54825454, 10.61485139]), array([-3.57188098, -5.32937697, -5.90195305,  3.09970668, -8.09674022,
        3.64819221,  4.50529298, 10.74010189]), array([-3.57923505, -5.28976953, -5.89767425,  3.11986585, -8.08063899,
        3.6503172 ,  4.492828  , 10.77644239]), array([-4.20397905, -6.48966349, -5.78901932,  2.08305384, -8.9441476 ,
        3.88134102,  5.40716761,  8.98652072]), array([-3.64170945, -5.40975892, -5.88680876,  3.01618465, -8.16698985,
        3.67341958,  4.58426196, 10.59745022]), array([-3.59393646, -5.3180053 , -5.89511739,  3.0954677 , -8.10095899,
        3.65575363,  4.51434414, 10.73432214]), array([-3.58070519, -5.2925931 , -5.89741856,  3.11742604, -8.08267099,
        3.65086084,  4.49497961, 10.77223036]), array([-3.57938206, -5.29005188, -5.89764868,  3.11962187, -8.08084219,
        3.65037156,  4.49304316, 10.77602119]), array([-3.57924975, -5.28979776, -5.89767169,  3.11984145, -8.08065931,
        3.65032263,  4.49284952, 10.77640027]), array([-3.57923652, -5.28977235, -5.89767399,  3.11986341, -8.08064103,
        3.65031774,  4.49283015, 10.77643818]), array([-3.5792352 , -5.28976981, -5.89767422,  3.11986561, -8.0806392 ,
        3.65031725,  4.49282822, 10.77644197]), array([-3.57923506, -5.28976955, -5.89767425,  3.11986583, -8.08063901,
        3.6503172 ,  4.49282802, 10.77644235]), array([-3.57923505, -5.28976953, -5.89767425,  3.11986585, -8.080639  ,
        3.6503172 ,  4.492828  , 10.77644238]), array([-3.57923505, -5.28976953, -5.89767425,  3.11986585, -8.08063899,
        3.6503172 ,  4.492828  , 10.77644239])]","[205.75388865442045, 166.61871706499392, 198.11840642982418, 203.25497327090568, 145.08785955702595, 214.01215969830545, 132.62776274108717, 204.26698894973163, 141.25759602522044, 124.7396540359645, 218.03292533237703, 121.75615079234029, 164.06626625176807, 116.30026582963932, 119.98752626294775, 105.58902658283179, 189.76123924016645, 104.41500882449036, 114.92425148655457, 103.49773575904294, 116.70004015819302, 99.59795604380284, 99.9170051131365, 99.52331156407377, 99.04504546955056, 99.5477841328152, 99.38877585493276, 98.59253833556116, 187.8488288389349, 99.2035069813166, 99.13427154241613, 99.76376046168144, 99.57911664141693, 99.45193747584413, 99.34435340856875, 99.74019139751135, 99.04676223060555, 98.76286674292422, 100.25440528858142]","[0.17777777777777778, 0.5555555555555556, 0.3333333333333333, 0.13333333333333333, 0.5333333333333333, 0.022222222222222223, 0.7333333333333333, 0.13333333333333333, 0.3333333333333333, 0.6666666666666666, 0.15555555555555556, 0.8, 0.26666666666666666, 0.7333333333333333, 0.8222222222222222, 0.8, 0.3333333333333333, 0.8666666666666667, 0.7555555555555555, 0.8888888888888888, 0.8, 0.8666666666666667, 0.8, 0.8666666666666667, 0.8888888888888888, 0.8444444444444444, 0.8666666666666667, 0.8666666666666667, 0.3111111111111111, 0.8222222222222222, 0.8666666666666667, 0.8666666666666667, 0.8444444444444444, 0.8888888888888888, 0.8666666666666667, 0.8666666666666667, 0.8888888888888888, 0.8666666666666667, 0.8888888888888888]"
SLSQP200-ZZFeature4-RealAmplitudes1,"[array([0.52916318, 0.28917527, 0.25321643, 0.16013381, 0.53592778,
       0.62912294, 0.01118602, 0.0863597 ]), array([ 0.05843097, -0.99316859,  0.40893762,  5.72984359, -2.16918754,
        4.60245105,  8.17455377,  4.67039939]), array([  4.52119882,  -1.11639242,   4.71540574,  14.43718287,
       -10.02801278,   3.90177483,  13.92924833,  15.06594892]), array([ 2.30487267, -1.05519627,  2.57670208, 10.11289256, -6.12511653,
        4.2497488 , 11.0713179 ,  9.90324966]), array([ 1.05461674, -1.0206748 ,  1.37023393,  7.673509  , -3.92344637,
        4.44604505,  9.45912537,  6.99090964]), array([ 0.28652344, -0.99946657,  0.62904159,  6.1748765 , -2.57085282,
        4.56663943,  8.46867673,  5.20171688]), array([-1.07392535, -2.81331179,  3.73551453, 12.07786869, -3.62858116,
        1.89925434, 13.64177041,  9.73868443]), array([-0.04105855, -1.43622173,  1.37704813,  7.59625592, -2.82554285,
        3.9243607 ,  9.71430415,  6.29417171]), array([ 0.25099398, -1.04683693,  0.71017021,  6.32903897, -2.59847644,
        4.49697803,  8.60377719,  5.32020427]), array([-1.38102139, -1.73162606,  1.00602474,  7.38567449, -1.87654713,
        3.77371633,  8.34470336,  8.66151436]), array([ 0.04821864, -1.1319209 ,  0.74692967,  6.46032427, -2.50877786,
        4.4071139 ,  8.57158767,  5.73535679]), array([-11.42233598,  -3.67961346,   9.43675094,  13.30426938,
         4.23942311,   2.8991232 ,   5.21756981,  25.60112748]), array([-4.066701  , -2.04587411,  3.8642956 ,  8.91550496, -0.0879442 ,
        3.86614088,  7.36837524, 12.86195639]), array([-0.75599798, -1.31054319,  1.35618518,  6.94016283, -2.03565206,
        4.30138656,  8.33643279,  7.12817374]), array([-0.35701069, -1.22192525,  1.05392183,  6.70210572, -2.27037884,
        4.35383992,  8.45309764,  6.43717053]), array([-1.68613252, -2.71770567,  2.07618242,  7.13212754, -2.51796181,
        5.10927676,  8.15469257,  8.12634469]), array([-0.48992287, -1.37150329,  1.15614789,  6.7451079 , -2.29513714,
        4.42938361,  8.42325713,  6.60608795]), array([-1.15549638, -1.552788  ,  1.40139027,  7.50988049, -2.28325298,
        5.27979093,  8.58020618,  7.46846663]), array([-0.56667254, -1.39240788,  1.18442767,  6.83329657, -2.29376673,
        4.52744713,  8.44135549,  6.70553193]), array([-1.57731896, -2.0244636 ,  2.11068676,  6.64997335, -2.24046965,
        5.00172436,  9.06559115,  7.63719748]), array([-0.66773718, -1.45561345,  1.27705358,  6.81496425, -2.28843703,
        4.57487485,  8.50377906,  6.79869848]), array([-3.22747437, -2.32854759,  2.4785032 ,  6.9235222 , -3.60485848,
        4.87249056,  8.63153679,  6.89520547]), array([-0.9237109 , -1.54290687,  1.39719854,  6.82582004, -2.42007917,
        4.60463642,  8.51655483,  6.80834918]), array([-1.32120205, -1.72276685,  1.73409407,  6.46476297, -2.86063844,
        5.03927861,  9.03949058,  7.15983206]), array([-0.96346002, -1.56089287,  1.4308881 ,  6.78971434, -2.4641351 ,
        4.64810064,  8.56884841,  6.84349747]), array([-0.9022195 , -1.58864669,  1.48269765,  6.73656421, -2.39680819,
        4.65449946,  8.61053418,  6.76360281]), array([ 1.17463636, -3.17793835,  2.50349966,  6.03774535, -0.64651847,
        5.14590352,  8.86837645,  4.73617346]), array([-0.69453391, -1.74757586,  1.58477785,  6.66668232, -2.22177922,
        4.70363987,  8.63631841,  6.56085987]), array([-0.76736246, -1.79566772,  1.60679175,  6.66760442, -2.14888065,
        4.76424706,  8.55243115,  6.52770931]), array([-0.89291015, -1.77786735,  1.63003986,  6.62400313, -2.04028724,
        4.77299495,  8.33889859,  6.46418453]), array([-0.89984464, -1.82217645,  1.68786018,  6.55621502, -1.81976414,
        4.73196312,  8.08322137,  6.33555164]), array([-0.87749973, -1.70353131,  1.6595352 ,  6.51478875, -1.86263064,
        4.70705586,  8.0548291 ,  6.34774704]), array([-0.74687417, -1.62385558,  1.6288663 ,  6.55768837, -1.83577746,
        4.64839194,  8.03043256,  6.33239357]), array([-0.43747889, -1.36045979,  1.54663434,  6.67984978, -1.64344107,
        4.53595057,  7.79246894,  6.20708738]), array([-0.31583779, -1.10778274,  1.56964007,  6.85815258, -1.50982178,
        4.50782019,  7.56532406,  6.13305345]), array([-0.51330984, -0.9309512 ,  1.78216491,  7.18452354, -1.53320135,
        4.68542664,  7.39946995,  6.17189189]), array([-0.48025119, -0.44526642,  2.06625509,  7.45196849, -1.53937919,
        5.08822855,  7.05343802,  5.98713751]), array([-0.5062759 , -0.8276113 ,  1.84261122,  7.24142821, -1.53451582,
        4.77113142,  7.3258442 ,  6.13258142]), array([-0.49251101, -0.26332121,  2.06501855,  7.43785363, -1.80663383,
        5.21459517,  7.2722657 ,  6.07656829]), array([-0.50373718, -0.72353682,  1.88363077,  7.27765581, -1.58470373,
        4.85292138,  7.31596248,  6.12225067]), array([-0.55368313, -0.51601579,  1.99394375,  7.05469754, -1.75819721,
        5.07123018,  7.37989064,  5.97522157]), array([-0.52336864, -0.64196981,  1.92698975,  7.19002113, -1.65289607,
        4.93872856,  7.34108971,  6.06446027]), array([-0.50834331, -0.51311476,  1.976053  ,  7.23649327, -1.69539646,
        4.99074994,  7.31828862,  6.0519525 ]), array([-0.49863041, -0.5282638 ,  1.97037439,  7.21490405, -1.65971671,
        4.97889258,  7.3078119 ,  6.06195129]), array([-0.50737202, -0.51462966,  1.97548514,  7.23433435, -1.69182848,
        4.98956421,  7.31724095,  6.05295238]), array([-0.50824618, -0.51326625,  1.97599621,  7.23627738, -1.69503966,
        4.99063137,  7.31818385,  6.05205249]), array([-0.5083336 , -0.51312991,  1.97604732,  7.23647168, -1.69536078,
        4.99073809,  7.31827814,  6.0519625 ]), array([-0.50834234, -0.51311628,  1.97605243,  7.23649111, -1.69539289,
        4.99074876,  7.31828757,  6.0519535 ]), array([-0.50834321, -0.51311491,  1.97605294,  7.23649305, -1.6953961 ,
        4.99074983,  7.31828852,  6.0519526 ]), array([-0.5083433 , -0.51311478,  1.97605299,  7.23649325, -1.69539642,
        4.99074993,  7.31828861,  6.05195251]), array([-0.50834331, -0.51311476,  1.976053  ,  7.23649327, -1.69539645,
        4.99074994,  7.31828862,  6.05195251]), array([-0.50834331, -0.51311476,  1.976053  ,  7.23649327, -1.69539646,
        4.99074994,  7.31828862,  6.0519525 ]), array([-0.50834331, -0.51311476,  1.976053  ,  7.23649327, -1.69539646,
        4.99074994,  7.31828862,  6.0519525 ]), array([-0.50834331, -0.51311476,  1.976053  ,  7.23649327, -1.69539646,
        4.99074994,  7.31828862,  6.0519525 ])]","[180.87465295703848, 156.56406606325686, 155.61485264056677, 165.6542448704398, 193.98268568840706, 131.2219156033073, 181.22946055615802, 171.6019389245182, 126.67151988583737, 162.32487758296355, 122.60744350397508, 151.2930599651042, 163.33177041379392, 122.56810672856172, 115.931812852695, 167.96869914478623, 115.10775762850466, 126.16300756757035, 114.18459568947453, 146.5234980072875, 113.43518510566795, 165.15498382561302, 111.67540215155111, 125.23595044795269, 111.50561135093011, 111.15865485200251, 184.6427250825255, 110.66221106496876, 109.68238696681799, 108.61164303671565, 107.73132458642851, 107.41105811953743, 107.20053695955323, 105.0168217656152, 102.09805396459373, 98.66149399594133, 100.39705691690322, 98.29037957823857, 100.32440340891289, 97.16076794051561, 97.34295163760744, 97.07615150286755, 96.2562228243226, 96.37455384488497, 96.79583329778923, 96.83806938461666, 96.53579733416096, 96.44007008360936, 96.86049668214004, 97.37913175192752, 97.28088525764171, 96.48166688903105, 96.9189616820706, 96.90720843770299]","[0.28888888888888886, 0.28888888888888886, 0.3333333333333333, 0.4444444444444444, 0.13333333333333333, 0.7555555555555555, 0.26666666666666666, 0.5333333333333333, 0.7777777777777778, 0.37777777777777777, 0.7777777777777778, 0.4666666666666667, 0.4666666666666667, 0.8222222222222222, 0.8222222222222222, 0.28888888888888886, 0.8444444444444444, 0.6, 0.8222222222222222, 0.4888888888888889, 0.8444444444444444, 0.5333333333333333, 0.8444444444444444, 0.7333333333333333, 0.8666666666666667, 0.8666666666666667, 0.35555555555555557, 0.8444444444444444, 0.8222222222222222, 0.8666666666666667, 0.8222222222222222, 0.8222222222222222, 0.8444444444444444, 0.8666666666666667, 0.8888888888888888, 0.8888888888888888, 0.9111111111111111, 0.9333333333333333, 0.9555555555555556, 0.9777777777777777, 0.9555555555555556, 0.9333333333333333, 0.9777777777777777, 0.9555555555555556, 0.9111111111111111, 0.9555555555555556, 0.9333333333333333, 0.9555555555555556, 0.9555555555555556, 0.9555555555555556, 0.9333333333333333, 0.9555555555555556, 0.9777777777777777, 0.9777777777777777]"
